,player_pretty_name,competition_id,goals,assists,minutes_played,yellow_cards,red_cards,player_club_id
0,Aaron Escandell,ES1,0,0,1003,2,0,201540
1,Aaron Martin,ES1,0,3,6943,12,0,62128
2,Aaron Niguez,ES1,0,1,1176,5,0,32151
3,Abdallahi Mahmoud,ES1,0,0,215,1,0,3755
4,Abdon Prats,ES1,3,0,943,3,0,11613
5,Abdoul Wahid Sissoko,ES1,0,0,767,1,0,184745
6,Abdoulay Diaby,ES1,0,0,17,0,0,3709
7,Abdoulaye Ba,ES1,1,1,3733,14,2,16882
8,Abdoulaye Doucoure,ES1,0,2,1157,5,0,251925
9,Abdul Mumin,ES1,0,0,11,0,0,367
10,Abdul Rahman Baba,ES1,0,0,109,1,0,474
11,Abel Gomez,ES1,0,0,1258,2,0,21846
12,Abraham Gonzalez,ES1,2,2,2378,3,0,29988
13,Abraham Minero,ES1,1,2,1319,6,0,33726
14,Achraf Hakimi,ES1,2,0,757,0,0,3762
15,Adalberto Penaranda,ES1,5,3,2659,12,0,403629
16,Adama Traore,ES1,0,2,378,0,0,1441
17,Aday Benitez,ES1,2,3,2477,12,0,505161
18,Aderllan Santos,ES1,0,0,2521,3,0,30421
19,Adil Rami,ES1,0,1,4212,14,0,18032
20,Adnan Januzaj,ES1,15,15,6632,15,0,89892
21,Adnane Tighadouini,ES1,1,0,387,0,0,10840
22,Adria Pedrosa,ES1,2,1,3805,11,0,36414
23,Adrian Butzke,ES1,0,0,1,0,0,16795
24,Adrian Colunga,ES1,0,0,221,0,1,67180
25,Adrian Dieguez,ES1,0,0,1185,8,0,56707
26,Adrian Embarba,ES1,12,18,8409,20,0,74946
27,Adrian Gonzalez,ES1,14,3,7995,26,1,166284
28,Adrian Guerrero,ES1,0,0,127,1,0,17844
29,Adrian Gunino,ES1,0,0,1946,4,0,22839
30,Adrian Lopez,ES1,18,11,5740,2,0,73693
31,Adrian Marin,ES1,0,2,3862,11,0,211711
32,Adrian Ortola,ES1,0,0,180,0,0,2216
33,Adrian Ramos,ES1,4,1,1352,4,0,352695
34,Adriano,ES1,0,2,1386,2,0,3144
35,Ager Aketxe,ES1,1,1,514,2,0,8694
36,Agustin Marchesin,ES1,0,0,540,1,0,5640
37,Aihen Munoz,ES1,0,1,4944,11,0,57595
38,Aimar Oroz,ES1,2,0,327,1,0,1655
39,Aissa Mandi,ES1,8,3,14660,41,2,42750
40,Aitor Bunuel,ES1,0,0,1027,3,0,6514
41,Aitor Cantalapiedra,ES1,0,0,3,0,0,1050
42,Aitor Fernandez,ES1,0,0,8457,4,1,316592
43,Aitor Paredes,ES1,0,0,3,0,0,1242
44,Aitor Ruibal,ES1,2,2,4018,13,0,40284
45,Akram Afif,ES1,0,0,231,2,0,22032
46,Alberto Aquilani,ES1,0,0,1298,4,0,9912
47,Alberto Brignoli,ES1,0,0,60,0,0,1244
48,Alberto Bueno,ES1,19,7,4033,4,0,257155
49,Alberto De La Bella,ES1,1,5,4683,14,0,37455
50,Alberto Garcia,ES1,0,0,2070,1,0,20927
51,Alberto Guitian,ES1,0,0,90,1,0,2448
52,Alberto Lopez,ES1,0,0,45,0,0,714
53,Alberto Lopo,ES1,2,0,3413,21,0,35880
54,Alberto Lora,ES1,0,4,2787,9,0,93024
55,Alberto Martin,ES1,0,0,1192,7,0,19904
56,Alberto Moreno,ES1,3,2,2891,9,0,49350
57,Alberto Perea,ES1,2,4,2325,2,0,120915
58,Alberto Redondo,ES1,0,0,90,0,0,472
59,Alberto Soro,ES1,1,2,958,1,0,520645
60,Aldo One,ES1,0,0,90,0,0,418
61,Aleix Febas,ES1,0,3,1699,4,0,6873
62,Aleix Garcia,ES1,3,3,3494,5,0,720210
63,Aleix Vidal,ES1,11,17,8853,30,0,78782
64,Alejandro Arribas,ES1,2,1,5780,22,0,55177
65,Alejandro Balde,ES1,0,3,574,1,0,1310
66,Alejandro Cantero,ES1,0,1,833,2,0,97672
67,Alejandro Catena,ES1,2,2,3957,10,0,16148
68,Alejandro Galvez,ES1,2,0,4726,15,1,49994
69,Alejandro Pozo,ES1,1,4,4018,3,0,64805
70,Alejandro Pozuelo,ES1,0,0,421,0,0,4037
71,Aleksandar Jovanovic,ES1,0,0,1080,1,0,64296
72,Aleksandar Katai,ES1,3,3,822,3,1,25484
73,Aleksandar Pantic,ES1,0,1,4244,12,1,61673
74,Aleksandar Sedlar,ES1,0,0,1214,8,1,5214
75,Aleksandar Trajkovski,ES1,0,1,318,0,0,3318
76,Alen Halilovic,ES1,5,8,4298,9,1,106064
77,Alessandro Florenzi,ES1,0,0,754,1,1,12588
78,Alessio Cerci,ES1,0,0,128,2,0,91
79,Alex Alegria,ES1,3,2,2298,3,0,38787
80,Alex Baena,ES1,3,0,338,2,0,13650
81,Alex Barrera,ES1,0,0,44,0,0,9792
82,Alex Berenguer,ES1,15,20,7070,14,0,56174
83,Alex Bergantinos,ES1,3,2,4948,8,0,56511
84,Alex Blanco,ES1,1,0,595,1,0,15853
85,Alex Blesa,ES1,0,0,11,0,0,6736
86,Alex Collado,ES1,3,1,1315,1,0,291639
87,Alex Felip,ES1,0,0,83,0,0,37090
88,Alex Fernandez,ES1,7,3,4332,3,0,167477
89,Alex Gallar,ES1,4,1,1000,2,0,133950
90,Alex Granell,ES1,1,11,5246,17,0,813186
91,Alex Lopez,ES1,1,0,1227,6,0,26356
92,Alex Martinez,ES1,0,0,971,2,0,18895
93,Alex Menendez,ES1,2,1,1032,1,0,51408
94,Alex Moreno,ES1,6,15,10596,18,1,30749
95,Alex Mozo,ES1,0,0,45,0,0,13
96,Alex Mula,ES1,0,0,562,1,0,11924
97,Alex Petxa,ES1,0,0,399,4,0,10557
98,Alex Remiro,ES1,0,0,9360,1,0,70824
99,Alex Robles,ES1,0,0,90,0,0,1084
100,Alex Sola,ES1,0,0,167,0,0,2043
101,Alex Telles,ES1,0,1,178,2,0,1840
102,Alexander Isak,ES1,33,5,6166,14,0,71505
103,Alexander Sorloth,ES1,5,0,1977,3,0,24516
104,Alexander Szymanowski,ES1,10,4,3112,2,0,52248
105,Alexandre Pato,ES1,2,3,883,0,0,14700
106,Alexis Ruano,ES1,5,2,7859,38,1,220812
107,Alfa Semedo,ES1,0,0,42,1,0,2142
108,Alfonso Espino,ES1,2,6,6431,14,0,201525
109,Alfonso Pedraza,ES1,12,19,10347,23,0,145764
110,Alfred Finnbogason,ES1,2,1,788,3,0,17025
111,Alfred Ndiaye,ES1,2,1,3221,7,0,14550
112,Alfredo Ortuno,ES1,0,1,248,0,0,83975
113,Alin Tosca,ES1,0,0,1927,2,0,3450
114,Allan Nyom,ES1,4,4,9471,39,4,840727
115,Alphonse Areola,ES1,0,0,3240,2,0,35272
116,Alvaro Aguado,ES1,0,0,305,0,0,1830
117,Alvaro Arbeloa,ES1,1,5,1367,8,0,11704
118,Alvaro Arroyo,ES1,0,0,892,3,0,44508
119,Alvaro Bastida,ES1,0,0,34,0,0,2687
120,Alvaro Cejudo,ES1,2,3,2633,18,0,7050
121,Alvaro Fernandez,ES1,0,0,2295,0,0,121068
122,Alvaro Garcia,ES1,11,9,5297,10,0,28259
123,Alvaro Gimenez,ES1,0,0,381,2,0,28714
124,Alvaro Gonzalez,ES1,3,6,14293,61,0,146286
125,Alvaro Jimenez,ES1,1,1,524,5,0,48217
126,Alvaro Lemos,ES1,1,0,439,2,0,4700
127,Alvaro Medran,ES1,9,1,4623,20,0,119392
128,Alvaro Morata,ES1,36,8,4933,20,0,11583
129,Alvaro Negredo,ES1,26,12,7216,12,0,256533
130,Alvaro Odriozola,ES1,2,13,6534,9,0,47008
131,Alvaro Pereira,ES1,0,0,412,4,0,22254
132,Alvaro Tejero,ES1,0,0,1451,4,0,28491
133,Alvaro Vadillo,ES1,3,1,1354,0,0,369940
134,Alvaro Vazquez,ES1,12,5,4048,8,0,211135
135,Aly Abeid,ES1,0,0,78,0,0,13
136,Aly Malle,ES1,0,0,507,1,0,90732
137,Amath Ndiaye,ES1,4,6,4837,18,0,223334
138,Anaitz Arbilla,ES1,5,7,13604,45,0,230412
139,Ander Barrenetxea,ES1,5,1,2724,8,0,48261
140,Ander Capa,ES1,10,16,16986,56,0,260396
141,Ander Gayoso,ES1,0,0,4,0,0,1533
142,Ander Guevara,ES1,1,1,3984,11,0,42903
143,Ander Herrera,ES1,0,0,25,0,0,621
144,Ander Iturraspe,ES1,2,2,5922,19,0,66570
145,Andoni Gorosabel,ES1,0,5,6223,11,0,65339
146,Andoni Iraola,ES1,1,1,1531,5,0,13662
147,Andoni Lopez,ES1,0,0,90,0,0,12321
148,Andre Almeida,ES1,1,1,123,0,0,3147
149,Andre Gomes,ES1,9,5,7154,24,0,72113
150,Andre Silva,ES1,9,2,2164,4,0,9936
151,Andre Zambo Anguissa,ES1,2,2,2582,6,0,37800
152,Andreas Christensen,ES1,0,0,150,0,0,262
153,Andreas Ivanschitz,ES1,1,3,1333,3,0,67360
154,Andreas Pereira,ES1,6,7,3907,14,1,611952
155,Andres Fernandez,ES1,0,1,7210,11,1,736543
156,Andres Guardado,ES1,3,16,9456,32,0,21450
157,Andres Iniesta,ES1,2,7,7012,8,0,13755
158,Andres Prieto,ES1,0,0,360,0,0,4336
159,Andres Solano,ES1,0,0,45,0,0,13
160,Andreu Fontas,ES1,2,2,5869,20,0,65800
161,Andrew Hjulsager,ES1,1,3,620,1,0,22560
162,Andriy Lunin,ES1,0,0,544,0,0,7056
163,Angel Algobia,ES1,0,0,60,0,0,3709
164,Angel Correa,ES1,47,38,12799,36,2,3159
165,Angel Lafita,ES1,5,3,2096,8,0,107561
166,Angel Lopez,ES1,0,0,31,0,0,1416
167,Angel Montoro,ES1,4,7,5211,20,0,1036767
168,Angel Rodriguez,ES1,40,13,8950,25,0,530820
169,Angel Trujillo,ES1,0,1,3875,5,1,145816
170,Ansu Fati,ES1,10,4,916,1,0,3013
171,Ante Budimir,ES1,32,6,6470,19,0,29148
172,Ante Palaversa,ES1,0,0,7,0,0,7418
173,Anthony Martial,ES1,0,1,495,1,0,3312
174,Antoine Griezmann,ES1,121,51,21706,35,1,12450
175,Antolin Alcaraz,ES1,1,0,540,2,0,2832
176,Antonin,ES1,1,0,176,2,0,134360
177,Antonio Adan,ES1,0,3,9356,15,0,15476
178,Antonio Amaya,ES1,2,1,2621,12,0,13212
179,Antonio Barragan,ES1,1,16,11703,42,0,134925
180,Antonio Blanco,ES1,0,0,353,0,0,7046
181,Antonio Cotan,ES1,0,0,90,0,0,368
182,Antonio Luna,ES1,1,11,6404,14,0,194205
183,Antonio Marin,ES1,0,0,123,0,0,6604
184,Antonio Otegui,ES1,0,0,44,0,0,2485
185,Antonio Puertas,ES1,16,10,6990,17,0,1746680
186,Antonio Raillo,ES1,4,1,5209,20,0,15891
187,Antonio Rudiger,ES1,1,0,308,0,0,2508
188,Antonio Rukavina,ES1,0,0,4292,17,0,63000
189,Antonio Sanabria,ES1,27,2,6343,10,0,81492
190,Antonio Sanchez,ES1,1,0,1848,7,0,8295
191,Antonio Sivera,ES1,0,0,951,2,0,13296
192,Antonito,ES1,2,1,2883,6,0,16470
193,Anuar,ES1,2,0,1475,8,0,12078
194,Aras Ozbiliz,ES1,0,1,97,1,0,1101
195,Arda Turan,ES1,7,10,4401,13,0,5132
196,Aridai Cabrera,ES1,0,0,35,0,0,474
197,Aridane Hernandez,ES1,3,0,5797,12,1,22508
198,Aritz Aduriz,ES1,66,18,11052,43,0,101844
199,Aritz Elustondo,ES1,11,4,13031,32,2,115770
200,Aritz Lopez Garai,ES1,0,0,384,1,0,5958
201,Armando Sadiku,ES1,0,0,267,1,0,20208
202,Arnau Martinez,ES1,1,0,261,0,0,49284
203,Arnau Puigmal,ES1,0,0,180,2,0,13208
204,Arnaut Danjuma,ES1,10,3,1507,2,0,25200
205,Arona Sane,ES1,0,0,64,0,0,13
206,Artem Kravets,ES1,5,2,1378,2,0,436670
207,Arthur Boka,ES1,0,1,2749,8,0,40108
208,Arthur Melo,ES1,3,4,2625,3,0,6288
209,Arturo Vidal,ES1,11,10,3593,11,0,8646
210,Asdrubal Padron,ES1,0,0,30,0,0,1416
211,Asier Illarramendi,ES1,10,9,12978,54,0,111285
212,Asier Riesgo,ES1,0,0,5664,1,2,99645
213,Asier Villalibre,ES1,9,4,2773,1,0,48956
214,Augusto Fernandez,ES1,2,1,4904,23,0,74817
215,Augusto Solari,ES1,2,3,1290,7,0,43240
216,Aurelien Tchouameni,ES1,0,2,418,0,0,2090
217,Awer Mabil,ES1,0,0,154,0,0,10748
218,Axel Werner,ES1,0,0,630,0,0,32161
219,Axel Witsel,ES1,0,0,540,0,0,78
220,Aymen Abdennour,ES1,0,0,2730,8,0,36715
221,Aymeric Laporte,ES1,5,3,9749,35,1,68931
222,Aythami Artiles,ES1,0,1,3663,18,0,21240
223,Baba Diawara,ES1,1,1,566,2,0,77889
224,Bakary Kone,ES1,0,0,603,3,0,7588
225,Barbero,ES1,0,0,16,0,0,1986
226,Bebe,ES1,8,16,7003,19,0,99161
227,Benat Etxebarria,ES1,6,16,10596,32,0,98118
228,Benat Turrientes,ES1,0,0,276,1,0,7491
229,Benito Ramirez,ES1,0,0,178,0,0,5728
230,Benjamin Lecomte,ES1,0,0,270,0,1,2142
231,Benoit Tremoulinas,ES1,0,8,3798,8,0,16192
232,Bernard Mensah,ES1,0,0,57,0,0,29672
233,Bernardo Espinosa,ES1,5,3,9335,26,1,895560
234,Beto,ES1,0,0,1807,5,0,8096
235,Bobby Adekanye,ES1,0,0,34,0,0,8061
236,Bojan Jokic,ES1,0,0,678,4,0,9450
237,Bojan Krkic,ES1,0,0,436,0,0,14404
238,Bono,ES1,1,3,12267,11,0,791870
239,Borja Baston,ES1,25,4,5005,9,0,106784
240,Borja Ekiza,ES1,0,0,1165,6,0,22995
241,Borja Fernandez,ES1,1,0,2296,7,0,40882
242,Borja Garces,ES1,1,0,19,0,0,13
243,Borja Garcia,ES1,5,11,8553,4,2,1002792
244,Borja Herrera,ES1,0,0,242,0,0,1416
245,Borja Iglesias,ES1,47,8,8499,14,1,42658
246,Borja Lasso,ES1,0,0,54,0,0,368
247,Borja Mayoral,ES1,20,6,5936,8,0,310396
248,Borja Sainz,ES1,2,0,1001,2,0,44320
249,Borja Valle,ES1,3,2,675,1,0,21528
250,Borja Viguera,ES1,3,3,2012,1,0,57798
251,Boulaye Dia,ES1,5,5,1268,3,0,26250
252,Brahim Diaz,ES1,1,2,438,1,0,6270
253,Brais Mendez,ES1,23,15,10970,26,0,146784
254,Brandon Thomas,ES1,0,1,408,4,0,2648
255,Brian Ocampo,ES1,0,0,209,0,0,8061
256,Brian Olivan,ES1,1,1,2714,8,0,10920
257,Brown Ideye,ES1,1,0,731,2,0,14092
258,Bruma,ES1,2,1,1449,0,0,21792
259,Bruno Gama,ES1,0,0,1563,4,0,25116
260,Bruno Gonzalez,ES1,2,1,10267,39,0,204195
261,Bruno Soriano,ES1,12,4,7926,16,1,100800
262,Bruno Zuculini,ES1,0,0,429,2,0,8993
263,Bryan Gil,ES1,6,5,3796,13,0,75592
264,Burgui,ES1,5,7,4621,8,0,143436
265,Cani,ES1,0,2,1382,4,0,25648
266,Carl Medjani,ES1,1,0,1854,3,0,57104
267,Carles Alena,ES1,6,4,5728,17,1,248607
268,Carles Gil,ES1,2,6,2155,7,0,37993
269,Carles Perez,ES1,1,4,714,0,0,6950
270,Carles Planas,ES1,0,6,4056,13,1,193912
271,Carlos Akapo,ES1,1,0,3737,9,0,171760
272,Carlos Bacca,ES1,48,17,8304,20,0,414631
273,Carlos Caballero,ES1,0,0,6,0,0,1986
274,Carlos Calderon,ES1,0,0,3,0,0,3368
275,Carlos Carmona,ES1,10,6,3089,9,0,110160
276,Carlos Castro,ES1,11,1,2014,2,0,122400
277,Carlos Clerc,ES1,1,5,8266,17,0,270673
278,Carlos Dominguez,ES1,0,0,702,3,0,12220
279,Carlos Fernandez,ES1,14,6,2986,13,0,586719
280,Carlos Gurpegi,ES1,1,0,2573,12,0,23598
281,Carlos Isaac,ES1,0,0,154,1,0,26
282,Carlos Kameni,ES1,0,1,9037,7,0,109484
283,Carlos Martinez,ES1,0,6,2586,4,0,24516
284,Carlos Neva,ES1,0,1,6126,4,0,1242830
285,Carlos Sanchez,ES1,0,0,1123,3,0,9996
286,Carlos Selfa,ES1,0,0,30,0,0,3302
287,Carlos Soler,ES1,31,25,14033,33,1,190550
288,Carlos Vela,ES1,24,9,7760,16,0,76272
289,Carlos Vigaray,ES1,1,3,4638,19,0,143355
290,Casemiro,ES1,24,18,16725,65,0,87362
291,Cedric Bakambu,ES1,31,4,4694,14,0,78750
292,Celso Borges,ES1,15,6,8411,21,0,95979
293,Cesar De La Hoz,ES1,0,0,121,2,0,6604
294,Cezary Wilk,ES1,0,0,601,2,0,9867
295,Charles,ES1,46,10,9851,41,1,231126
296,Charly Musonda Jr ,ES1,1,2,1503,4,0,3600
297,Chechu Dorado,ES1,0,0,1709,5,0,19787
298,Cheick Doukoure,ES1,1,0,1428,6,0,117880
299,Chema Rodriguez,ES1,3,1,4223,20,2,203486
300,Chengdong Zhang,ES1,0,0,8,0,0,367
301,Chicharito,ES1,8,7,1304,2,0,12926
302,Chidozie Awaziem,ES1,0,0,1993,10,0,32344
303,Chimy Avila,ES1,28,7,6049,29,1,205342
304,Choco Lozano,ES1,11,8,4700,19,1,590882
305,Chory Castro,ES1,10,13,7099,15,0,104204
306,Chris Ramos,ES1,0,0,64,0,0,366
307,Christian Atsu,ES1,2,0,386,0,0,13008
308,Christian Oliva,ES1,0,2,192,0,0,9441
309,Christian Rivera,ES1,2,0,2956,8,0,160888
310,Christian Santos,ES1,5,1,1263,6,0,34348
311,Chuca,ES1,0,0,86,1,0,4394
312,Chumi,ES1,0,0,200,1,0,13208
313,Ciro Immobile,ES1,2,0,334,2,0,2944
314,Claudio Beauvue,ES1,4,2,2827,6,0,56452
315,Claudio Bravo,ES1,0,0,9555,6,0,14720
316,Clement Grenier,ES1,1,0,398,4,0,2607
317,Clement Lenglet,ES1,7,4,12015,46,1,32891
318,Coke,ES1,12,5,8701,25,0,298736
319,Corona,ES1,0,0,2027,4,0,102362
320,Costel Pantilimon,ES1,0,0,540,0,0,5382
321,Cote,ES1,3,13,10441,26,1,178994
322,Crespi,ES1,0,0,1,0,0,13
323,Cristhian Mosquera,ES1,0,0,262,1,0,8392
324,Cristhian Stuani,ES1,53,0,7393,23,0,864246
325,Cristian Alvarez,ES1,0,0,1440,2,0,6239
326,Cristian Ansaldi,ES1,0,0,576,0,0,91
327,Cristian Espinoza,ES1,0,0,159,1,0,6648
328,Cristian Ganea,ES1,0,0,50,0,0,621
329,Cristian Herrera,ES1,1,0,856,1,0,39806
330,Cristian Rodriguez,ES1,0,0,64,0,0,78
331,Cristian Tello,ES1,17,15,6101,10,0,21000
332,Cristiano Biraghi,ES1,0,1,2823,10,0,537440
333,Cristiano Piccini,ES1,3,3,5170,14,1,35222
334,Cristiano Ronaldo,ES1,134,39,11124,11,1,53086
335,Cristo Gonzalez,ES1,0,0,45,0,0,150
336,Cucho Hernandez,ES1,11,7,5118,17,0,272693
337,Curro Sanchez,ES1,0,1,300,2,0,1472
338,Damian Kadzior,ES1,0,0,194,0,0,9198
339,Damian Musto,ES1,0,0,1688,11,0,128592
340,Damian Suarez,ES1,4,18,19729,91,2,786436
341,Dani Alves,ES1,1,13,5777,15,2,9563
342,Dani Calvo,ES1,2,0,1778,3,0,35213
343,Dani Cardenas,ES1,0,0,2880,4,0,107776
344,Dani Castellano,ES1,0,3,6385,13,0,36816
345,Dani Ceballos,ES1,7,5,6492,23,0,31336
346,Dani Escriche,ES1,1,1,850,5,1,123234
347,Dani Garcia,ES1,2,8,21768,92,1,288888
348,Dani Gimenez,ES1,0,0,607,0,0,1200
349,Dani Gomez,ES1,6,5,2775,5,0,211672
350,Dani Martin,ES1,0,0,530,0,0,900
351,Dani Molina,ES1,0,0,4,0,0,940
352,Dani Ndi,ES1,1,0,901,2,0,51408
353,Dani Nieto,ES1,0,0,210,1,0,13797
354,Dani Ojeda,ES1,0,0,191,1,0,6220
355,Dani Pacheco,ES1,0,0,166,0,0,40799
356,Dani Parejo,ES1,53,54,24309,71,2,296942
357,Dani Pinillos,ES1,0,0,861,5,1,11916
358,Dani Raba,ES1,2,5,1549,4,1,74540
359,Dani Rodriguez,ES1,8,10,6282,16,0,18723
360,Dani Romera,ES1,0,0,54,0,0,16510
361,Dani Torres,ES1,0,0,2726,10,0,45428
362,Dani Vivian,ES1,2,1,2435,3,0,18009
363,Daniel Candeias,ES1,0,1,524,1,0,184745
364,Daniel Carrico,ES1,3,2,7460,30,0,32752
365,Daniel Carvajal,ES1,3,29,15770,67,1,82346
366,Daniel Larsson,ES1,0,0,43,0,0,16795
367,Daniel Wass,ES1,16,29,17762,36,0,223762
368,Daniele Bonera,ES1,0,1,2936,12,1,42000
369,Daniele Verde,ES1,2,0,641,0,0,8052
370,Danilo,ES1,3,7,3534,8,0,17138
371,Danilo Barbosa,ES1,0,0,1362,4,0,19931
372,Dario Poveda,ES1,0,0,12,0,0,23872
373,Darko Brasanac,ES1,6,6,10213,37,0,87751
374,Darwin Machis,ES1,16,17,6813,10,0,1645908
375,David Alaba,ES1,3,5,3096,4,0,15048
376,David Alba,ES1,0,0,62,0,0,472
377,David Barral,ES1,11,0,3309,16,0,487370
378,David Carmona,ES1,0,0,90,0,0,368
379,David Cobeno,ES1,0,0,243,1,0,1101
380,David Concha,ES1,0,0,110,0,0,5448
381,David Costas,ES1,0,1,1688,7,0,21620
382,David Ferreiro,ES1,3,7,4818,10,0,385776
383,David Garcia,ES1,10,2,15879,44,0,68567
384,David Gil,ES1,0,0,360,0,0,10748
385,David Goldar,ES1,0,0,90,1,0,940
386,David Junca,ES1,0,11,5939,19,0,106875
387,David Lomban,ES1,7,0,8448,25,0,945323
388,David Lopez,ES1,8,6,12017,21,0,152814
389,David Navarro,ES1,0,0,3481,11,1,138088
390,David Silva,ES1,4,11,3564,8,1,35412
391,David Simon,ES1,1,3,4301,13,0,25488
392,David Soria,ES1,0,0,14580,9,0,551111
393,David Timor,ES1,7,1,5287,23,2,456823
394,David Zurutuza,ES1,8,6,8257,16,0,81720
395,Davy Roef,ES1,0,0,90,0,0,897
396,Deivid,ES1,0,0,1807,4,0,20853
397,Dejan Drazic,ES1,0,0,101,1,0,5640
398,Dejan Lekic,ES1,0,0,356,2,0,27594
399,Denis Cheryshev,ES1,12,21,7737,23,0,164541
400,Denis Suarez,ES1,14,34,13100,24,0,145144
401,Denis Vavro,ES1,0,0,616,1,0,58938
402,Dennis Eckert Ayensa,ES1,0,0,210,0,0,8460
403,Denys Boyko,ES1,0,0,270,0,0,3252
404,Derek Boateng,ES1,0,0,724,3,0,19929
405,Deyverson,ES1,16,3,4948,30,0,165145
406,Didac Vila,ES1,0,2,6883,29,0,80115
407,Didier Digard,ES1,0,0,490,3,0,2193
408,Diego Alende,ES1,0,0,39,0,0,940
409,Diego Alves,ES1,0,0,7452,9,0,87067
410,Diego Barri,ES1,0,0,112,0,0,2005
411,Diego Barrios,ES1,0,0,61,0,0,1244
412,Diego Carlos,ES1,6,1,8884,22,0,37536
413,Diego Castro,ES1,3,0,2263,7,0,118688
414,Diego Colotto,ES1,1,0,1976,2,1,16422
415,Diego Conde,ES1,0,0,5,0,0,3709
416,Diego Costa,ES1,10,9,3513,17,1,702
417,Diego Godin,ES1,10,5,13477,42,0,2028
418,Diego Gonzalez,ES1,3,0,4695,13,1,96421
419,Diego Lainez,ES1,0,3,1678,7,0,8250
420,Diego Llorente,ES1,8,2,11403,34,2,92329
421,Diego Lopez,ES1,0,0,13798,15,0,110670
422,Diego Mainz,ES1,3,0,2126,4,0,470260
423,Diego Marino,ES1,0,0,5130,2,0,190136
